ticket_id,ticket_text,issue_type,urgency_level,product,clean_text
437,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,UltraClean Vacuum,log account keep show reset require help
438,Order #17325 for  is 4 days late. Ordered on 29 April.,Late Delivery,Medium,SmartWatch V2,order day late order april
439,"Payment issue fr mi Vision LED TV. I was charged twice fr order #72740. Also, I contacted support on 29 March but got no response.",Billing Problem,Low,Vision LED TV,payment issue fr mi vision lead tv charge twice fr order also contact support march get response
440,"I ordered PowerMax Battery but got PhotoSnap Cam instead. My order number is #86223. Also, I contacted support on 04 March but got no response.",unknown,High,PowerMax Battery,order powermax battery get photosnap cam instead order number also contact support march get response
441,Order #81531 for RoboChef Blender is 3 days late. Ordered on 10 May.,Late Delivery,Medium,RoboChef Blender,order robochef blender day late order may
442,"I ordered Vision LED TV but got ProTab X1 instead. My order number is #74519. Also, I contacted support on 28 March but got no response.",Wrong Item,Low,Vision LED TV,order vision lead tv get protab x instead order number also contact support march get response
443,"Can you tell me more about teh  warranty? Also, is it available in red?",General Inquiry,Low,PowerMax Battery,tell teh warranty also available red
444,I ordered  but got FitRun Treadmill instead. My order number is #78628.,Wrong Item,Medium,Vision LED TV,order get fitrun treadmill instead order number
445,I ordered PowerMax Battery but got Vision LED TV instead. My order number is #26037.,Wrong Item,Medium,PowerMax Battery,order powermax battery get vision lead tv instead order number
446,Facing installation issue with PowerMax Battery. Setup fails at step 4.,Installation Issue,Medium,PowerMax Battery,face installation issue powermax battery setup fail step
447,I ordered UltraClean Vacuum but got FitRun Treadmill instead. My order number is #10191. Delivery expected by 07 May.,Wrong Item,High,UltraClean Vacuum,order ultraclean vacuum get fitrun treadmill instead order number delivery expect may
448,Facing installation issue with . Setup fails at step 4.,Installation Issue,Low,PowerMax Battery,face installation issue setup fail step
449,Can't log in to my account. Keeps showing error. Help!,unknown,High,PowerMax Battery,log account keep show error help
450,Order #90934 placed on 29 April still not here.,Late Delivery,Medium,RoboChef Blender,order place april still
451,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in white?",General Inquiry,unknown,SmartWatch V2,tell smartwatch v warranty also available white
452,Facing installation issue with Vision LED TV. Setup fails at step 6.,Installation Issue,Medium,Vision LED TV,face installation issue vision lead tv setup fail step
454,Vision LED TV is missing. It stopped working after just 6 days.,Product Defect,Medium,Vision LED TV,vision lead tv miss stop work day
455,SmartWatch V2 is not received. It stopped working after just 12 days.,Product Defect,Low,SmartWatch V2,smartwatch v receive stop work day
456,Facing installation issue with PowerMax Battery. Setup fails at step 4.,Installation Issue,Medium,PowerMax Battery,face installation issue powermax battery setup fail step
458,Can't log in to my account. Keeps showing blocked. Help! Delivery expected by 08 March.,Account Access,Medium,UltraClean Vacuum,log account keep show block help delivery expect march
460,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Installation Issue,High,PhotoSnap Cam,face installation issue photosnap cam setup fail step
461,PhotoSnap Cam is not working. It stopped working after just 11 days.,Product Defect,Medium,PhotoSnap Cam,photosnap cam work stop work day
462,Product info needed.,General Inquiry,Low,UltraClean Vacuum,product info need
463,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in white? Also, I contacted support on 18 May but got no response.",General Inquiry,Medium,EcoBreeze AC,tell ecobreeze ac warranty also available white also contact support may get response
464,Can't log in to mi account. Keeps showing captcha failed. Help!,Account Access,Low,SoundWave 300,log mi account keep show captcha fail help
465,"SoundWave 300 is broken. It stopped working after just 5 days. Also, I contacted support on 18 April but got no response.",Product Defect,High,SoundWave 300,soundwave break stop work day also contact support april get response
466,Product info needed. Delivery expected by 23 April.,General Inquiry,High,FitRun Treadmill,product info need delivery expect april
467,Order #43089 for Vision LED TV is 17 days late. Ordered on 16 May.,unknown,Medium,Vision LED TV,order vision lead tv day late order may
468,Order #29186 fr PowerMax Battery is 4 days late. Ordered on 23 April.,Late Delivery,Medium,PowerMax Battery,order fr powermax battery day late order april
469,"ProTab X1 is not received. It stopped working after just 6 days. Also, I contacted support on 23 March but got no response.",Product Defect,Low,ProTab X1,protab x receive stop work day also contact support march get response
470,"Payment issue for my UltraClean Vacuum. I was overbilled for order #88996. Also, I contacted support on 15 May but got no response.",Billing Problem,unknown,UltraClean Vacuum,payment issue ultraclean vacuum overbille order also contact support may get response
471,Want to know more about warranty.,General Inquiry,Low,UltraClean Vacuum,want know warranty
472,Facing installation issue with RoboChef Blender. Setup fails at step 1.,Installation Issue,Low,RoboChef Blender,face installation issue robochef blender setup fail step
473,ProTab X1 is glitchy. It stopped working after just 4 days.,Product Defect,Low,ProTab X1,protab x glitchy stop work day
474,"Can you tell me more about the  warranty? Also, is it available in red? Also, I contacted support on 29 March but got no response. Delivery expected by 29 March.",General Inquiry,High,PowerMax Battery,tell warranty also available red also contact support march get response delivery expect march
475,"Payment issue for my . I was underbilled for order #99130. Also, I contacted support on 20 April but got no response.",Billing Problem,High,EcoBreeze AC,payment issue underbilled order also contact support april get response
476,Order #49096 for SmartWatch V2 is 1 days late. Ordered on 12 May.,Late Delivery,High,SmartWatch V2,order smartwatch v day late order may
477,Order #38602 for SoundWave 300 is 16 days late. Ordered on 09 March.,Late Delivery,Medium,SoundWave 300,order soundwave day late order march
478,Payment issue for my . I was overbilled for order #32281.,Billing Problem,Low,UltraClean Vacuum,payment issue overbille order
479,Can't log in to mi account. Keeps showing error. Help!,unknown,Medium,PowerMax Battery,log mi account keep show error help
480,Facing installation issue with PowerMax Battery. Setup fails at step 3.,Installation Issue,unknown,PowerMax Battery,face installation issue powermax battery setup fail step
481,Facing installation issue with Vision LED TV. Setup fails at step 1.,Installation Issue,High,Vision LED TV,face installation issue vision lead tv setup fail step
482,"Both my  and SoundWave 300 are lost. Both giving issues. Also, I contacted support on 11 May but got no response.",Product Defect,Low,SoundWave 300,soundwave lose give issue also contact support may get response
483,"Facing installation issue with ProTab X1. Setup fails at step 5. Also, I contacted support on 28 March but got no response.",Installation Issue,High,ProTab X1,face installation issue protab x setup fail step also contact support march get response
484,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,PowerMax Battery,log account keep show error help
486,Facing installation issue with RoboChef Blender. Setup fails at step 1.,Installation Issue,Low,RoboChef Blender,face installation issue robochef blender setup fail step
487,"Payment issue for my ProTab X1. I was overbilled for order #61880. Also, I contacted support on 11 April but got no response.",Billing Problem,Medium,ProTab X1,payment issue protab x overbille order also contact support april get response
489,Both my SmartWatch V2 and ProTab X1 are not received. Both giving issues.,Product Defect,High,SmartWatch V2,smartwatch v protab x receive give issue
490,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,ProTab X1,log account keep show captcha fail help
491, is not received. It stopped working after just 12 days.,Product Defect,High,UltraClean Vacuum,receive stop work day
492,Login not working.,unknown,Medium,RoboChef Blender,login work
493,Product info needed.,General Inquiry,Low,SoundWave 300,product info need
494,Vision LED TV is no response. It stopped working after just 8 days.,Product Defect,High,Vision LED TV,vision lead tv response stop work day
495,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in black? Also, I contacted support on 19 March but got no response.",General Inquiry,High,UltraClean Vacuum,tell ultraclean vacuum warranty also available black also contact support march get response
496,Payment issue for my SoundWave 300. I was not refunded for order #49262.,Billing Problem,unknown,SoundWave 300,payment issue soundwave refund order
497,Order #47713 for UltraClean Vacuum is 6 days late. Ordered on 27 April.,Late Delivery,High,UltraClean Vacuum,order ultraclean vacuum day late order april
498,Can't log in to my account. Keeps showing blocked. Help! Delivery expected by 16 May.,Account Access,Medium,ProTab X1,log account keep show block help delivery expect may
499,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,UltraClean Vacuum,log account keep show unknown issue help
500,I ordered  but got FitRun Treadmill instead. My order number is #34023.,Wrong Item,Medium,Vision LED TV,order get fitrun treadmill instead order number
501,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,ProTab X1,log account keep show unknown issue help
502,Can't access mi account.,Account Access,Low,PhotoSnap Cam,access mi account
503,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,High,PhotoSnap Cam,tell warranty also available black
504,"Received wrong product, order mixed up.",Wrong Item,Medium,SmartWatch V2,receive wrong product order mix
505,Order #93543 placed on 16 March still not here.,Late Delivery,High,FitRun Treadmill,order place march still
506,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PowerMax Battery,log account keep show captcha fail help
507,Facing installation issue with ProTab X1. Setup fails at step 5.,Installation Issue,High,ProTab X1,face installation issue protab x setup fail step
508,Product info needed.,General Inquiry,High,PowerMax Battery,product info need
509,Facing installation issue wit UltraClean Vacuum. Setup fails at step 2.,Installation Issue,High,UltraClean Vacuum,face installation issue wit ultraclean vacuum setup fail step
510,Payment issue fr mi . I was charged twice fr order #35452.,Billing Problem,Low,Vision LED TV,payment issue fr mi charge twice fr order
512,I ordered SoundWave 300 but got RoboChef Blender instead. My order number is #98840.,Wrong Item,Medium,SoundWave 300,order soundwave get robochef blender instead order number
513,Both my ProTab X1 and PowerMax Battery are lost. Both giving issues.,Product Defect,High,ProTab X1,protab x powermax battery lose give issue
514,I ordered ProTab X1 but got PhotoSnap Cam instead. My order number is #85967.,Wrong Item,Low,ProTab X1,order protab x get photosnap cam instead order number
515,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Low,FitRun Treadmill,log account keep show unknown issue help
516,"Payment issue for my SoundWave 300. I was charged twice for order #52260. Also, I contacted support on 09 May but got no response.",Billing Problem,Low,SoundWave 300,payment issue soundwave charge twice order also contact support may get response
517,FitRun Treadmill is not working. It stopped working after just 6 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill work stop work day
518,Order #52552 placed on 14 March still not here. Delivery expected by 14 March.,Late Delivery,Medium,PhotoSnap Cam,order place march still delivery expect march
519,"Can you tell me more about the  warranty? Also, is it available in red?",unknown,Medium,UltraClean Vacuum,tell warranty also available red
520,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #67065. Delivery expected by 20 April.,Wrong Item,High,FitRun Treadmill,order fitrun treadmill get photosnap cam instead order number delivery expect april
521,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in black?",General Inquiry,Medium,SmartWatch V2,tell smartwatch v warranty also available black
522,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,SoundWave 300,log account keep show error help
523,FitRun Treadmill is stuck. It stopped working after just 10 days.,Product Defect,High,FitRun Treadmill,fitrun treadmill stick stop work day
525,"I ordered UltraClean Vacuum but got PowerMax Battery instead. My order number is #31724. Also, I contacted support on 15 May but got no response. Delivery expected by 15 May.",Wrong Item,High,UltraClean Vacuum,order ultraclean vacuum get powermax battery instead order number also contact support may get response delivery expect may
526,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red?",General Inquiry,High,PhotoSnap Cam,tell photosnap cam warranty also available red
527, is stuck. It stopped working after just 6 days.,Product Defect,Medium,PhotoSnap Cam,stick stop work day
528,Payment issue for my ProTab X1. I was charged twice for order #79550.,Billing Problem,Low,ProTab X1,payment issue protab x charge twice order
529,ProTab X1 is missing. It stopped working after just 2 days.,Product Defect,High,ProTab X1,protab x miss stop work day
530,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,unknown,FitRun Treadmill,log account keep show captcha fail help
531,Not able to install my product.,Installation Issue,Medium,EcoBreeze AC,able install product
532,Facing installation issue wit . Setup fails at step 6.,Installation Issue,High,Vision LED TV,face installation issue wit setup fail step
533,Payment issue for my FitRun Treadmill. I was not refunded for order #87628.,Billing Problem,High,FitRun Treadmill,payment issue fitrun treadmill refund order
534,"Can you tell me more about the SmartWatch V2 warranty? Also, is it available in red?",General Inquiry,High,SmartWatch V2,tell smartwatch v warranty also available red
535,Facing installation issue with EcoBreeze AC. Setup fails at step 6. Delivery expected by 05 March.,Installation Issue,Low,EcoBreeze AC,face installation issue ecobreeze ac setup fail step delivery expect march
536,RoboChef Blender is not received. It stopped working after just 8 days.,Product Defect,Low,RoboChef Blender,robochef blender receive stop work day
537,"Can you tell me more about the  warranty? Also, is it available in red?",unknown,Medium,Vision LED TV,tell warranty also available red
538,Payment issue for my PhotoSnap Cam. I was charged twice for order #81690.,Billing Problem,Medium,PhotoSnap Cam,payment issue photosnap cam charge twice order
539,I ordered RoboChef Blender but got PhotoSnap Cam instead. My order number is #39514.,Wrong Item,Low,RoboChef Blender,order robochef blender get photosnap cam instead order number
540,"SoundWave 300 is stuck. It stopped working after just 4 days. Also, I contacted support on 01 April but got no response. Delivery expected by 01 April.",Product Defect,High,SoundWave 300,soundwave stick stop work day also contact support april get response delivery expect april
541,Order #18704 for  is 5 days late. Ordered on 02 May.,Late Delivery,High,PhotoSnap Cam,order day late order may
542,Both mi SoundWave 300 and RoboChef Blender are broken. Both giving issues.,Product Defect,High,SoundWave 300,mi soundwave robochef blender break give issue
543,Facing installation issue with ProTab X1. Setup fails at step 3.,Installation Issue,High,ProTab X1,face installation issue protab x setup fail step
544,Order #75682 for FitRun Treadmill is 14 days late. Ordered on 06 March.,Late Delivery,Medium,FitRun Treadmill,order fitrun treadmill day late order march
545,"Can't log in to mi account. Keeps showing blocked. Help! Also, I contacted support on 12 April but got no response.",Account Access,Low,Vision LED TV,log mi account keep show block help also contact support april get response
546,"Login not working. Also, I contacted support on 23 April but got no response.",Account Access,Medium,PhotoSnap Cam,login work also contact support april get response
547,Login not working.,unknown,High,FitRun Treadmill,login work
548,I ordered SoundWave 300 but got FitRun Treadmill instead. My order number is #64523.,Wrong Item,unknown,SoundWave 300,order soundwave get fitrun treadmill instead order number
549,"Both my FitRun Treadmill and RoboChef Blender are lost. Both giving issues. Also, I contacted support on 21 March but got no response.",Product Defect,Medium,FitRun Treadmill,fitrun treadmill robochef blender lose give issue also contact support march get response
550,"Both my PhotoSnap Cam and SoundWave 300 are late. Both giving issues. Also, I contacted support on 19 April but got no response.",unknown,High,PhotoSnap Cam,photosnap cam soundwave late give issue also contact support april get response
551,Facing installation issue wit . Setup fails at step 1.,Installation Issue,High,ProTab X1,face installation issue wit setup fail step
552,Product info needed.,General Inquiry,High,Vision LED TV,product info need
553,"Can you tell me more about the  warranty? Also, is it available in blue?",General Inquiry,Low,RoboChef Blender,tell warranty also available blue
554,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 14 March but got no response.",Account Access,Low,ProTab X1,log account keep show captcha fail help also contact support march get response
555,I ordered  but got Vision LED TV instead. My order number is #53713.,Wrong Item,Low,SoundWave 300,order get vision lead tv instead order number
556,Facing installation issue with . Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,face installation issue setup fail step
557,Want to know more about warranty.,General Inquiry,High,RoboChef Blender,want know warranty
559,I ordered  but got PowerMax Battery instead. My order number is #79728.,Wrong Item,High,RoboChef Blender,order get powermax battery instead order number
560,"Received wrong product, order mixed up.",Wrong Item,High,ProTab X1,receive wrong product order mix
561,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,tell ecobreeze ac warranty also available black
562,Order #69180 placed on 30 April still not here.,Late Delivery,High,EcoBreeze AC,order place april still
563,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,EcoBreeze AC,log account keep show block help
564,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,FitRun Treadmill,log account keep show captcha fail help
565,Payment issue for my . I was charged twice for order #65495.,Billing Problem,Medium,RoboChef Blender,payment issue charge twice order
566,Order #13273 fr SmartWatch V2 is 5 days late. Ordered on 09 April.,Late Delivery,Medium,SmartWatch V2,order fr smartwatch v day late order april
567,"Login not working. Also, I contacted support on 02 May but got no response.",Account Access,Low,SoundWave 300,login work also contact support may get response
568, is missing. It stopped working after just 11 days.,unknown,Medium,Vision LED TV,miss stop work day
569, is wrong item. It stopped working after just 4 days.,Product Defect,Medium,Vision LED TV,wrong item stop work day
570,I ordered ProTab X1 but got ProTab X1 instead. My order number is #50088.,Wrong Item,Low,ProTab X1,order protab x get protab x instead order number
571,Facing installation issue with SmartWatch V2. Setup fails at step 1.,Installation Issue,High,SmartWatch V2,face installation issue smartwatch v setup fail step
572,"I ordered ProTab X1 but got SmartWatch V2 instead. My order number is #44044. Also, I contacted support on 15 April but got no response.",Wrong Item,High,ProTab X1,order protab x get smartwatch v instead order number also contact support april get response
573,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in blue?",General Inquiry,Medium,RoboChef Blender,tell robochef blender warranty also available blue
574,"Facing installation issue with SoundWave 300. Setup fails at step 3. Also, I contacted support on 02 March but got no response.",Installation Issue,High,SoundWave 300,face installation issue soundwave setup fail step also contact support march get response
575,I ordered  but got UltraClean Vacuum instead. My order number is #51296.,Wrong Item,High,FitRun Treadmill,order get ultraclean vacuum instead order number
576,Order #51854 fr RoboChef Blender is 8 days late. Ordered on 10 March.,Late Delivery,Low,RoboChef Blender,order fr robochef blender day late order march
578,"Can you tell me more about teh  warranty? Also, is it available in white? Also, I contacted support on 14 April but got no response.",General Inquiry,Medium,SmartWatch V2,tell teh warranty also available white also contact support april get response
579,"Payment issue for my . I was overbilled for order #26196. Also, I contacted support on 02 May but got no response.",Billing Problem,High,UltraClean Vacuum,payment issue overbille order also contact support may get response
580,Facing installation issue with RoboChef Blender. Setup fails at step 3.,Installation Issue,Low,RoboChef Blender,face installation issue robochef blender setup fail step
581, is error. It stopped working after just 4 days.,Product Defect,Low,PhotoSnap Cam,error stop work day
582,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,EcoBreeze AC,tell warranty also available red
583,"Payment issue for my . I was not refunded for order #18300. Also, I contacted support on 09 April but got no response.",Billing Problem,High,SmartWatch V2,payment issue refund order also contact support april get response
584,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #60022.,Wrong Item,unknown,ProTab X1,order protab x get fitrun treadmill instead order number
585,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,UltraClean Vacuum,log account keep show reset require help
586,"Facing installation issue with PhotoSnap Cam. Setup fails at step 4. Also, I contacted support on 24 April but got no response.",Installation Issue,Medium,PhotoSnap Cam,face installation issue photosnap cam setup fail step also contact support april get response
587,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,UltraClean Vacuum,log account keep show captcha fail help
588,Payment issue for my ProTab X1. I was charged twice for order #14766.,Billing Problem,Medium,ProTab X1,payment issue protab x charge twice order
589,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in red? Delivery expected by 02 May.",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available red delivery expect may
590,Account problem. Assistance needed.,Account Access,High,PowerMax Battery,account problem assistance need
591,Payment issue fr mi SoundWave 300. I was charged twice fr order #95164.,Billing Problem,Low,SoundWave 300,payment issue fr mi soundwave charge twice fr order
592,Order #42651 for PowerMax Battery is 10 days late. Ordered on 30 March.,Late Delivery,High,PowerMax Battery,order powermax battery day late order march
593,Facing installation issue with UltraClean Vacuum. Setup fails at step 1.,Installation Issue,Medium,UltraClean Vacuum,face installation issue ultraclean vacuum setup fail step
594,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Low,PhotoSnap Cam,log mi account keep show unknown issue help
595,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black?",General Inquiry,Low,FitRun Treadmill,tell fitrun treadmill warranty also available black
596,Payment issue for my Vision LED TV. I was not refunded for order #14501.,Billing Problem,Low,Vision LED TV,payment issue vision lead tv refund order
597,Order #31539 for EcoBreeze AC is 14 days late. Ordered on 08 May.,Late Delivery,High,EcoBreeze AC,order ecobreeze ac day late order may
598,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,RoboChef Blender,log account keep show reset require help
599,Facing installation issue with PhotoSnap Cam. Setup fails at step 5.,Installation Issue,Medium,PhotoSnap Cam,face installation issue photosnap cam setup fail step
600,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",General Inquiry,Low,FitRun Treadmill,tell fitrun treadmill warranty also available red
601,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,SoundWave 300,log account keep show block help
602,Order #48317 for PhotoSnap Cam is 12 days late. Ordered on 03 May.,Late Delivery,High,PhotoSnap Cam,order photosnap cam day late order may
603,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,FitRun Treadmill,log account keep show unknown issue help
604,EcoBreeze AC is lost. It stopped working after just 9 days. Delivery expected by 20 March.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac lose stop work day delivery expect march
605,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,face installation issue vision lead tv setup fail step
606,Payment issue for my . I was not refunded for order #55840.,Billing Problem,Medium,PhotoSnap Cam,payment issue refund order
607,Facing installation issue with PowerMax Battery. Setup fails at step 3.,Installation Issue,Low,PowerMax Battery,face installation issue powermax battery setup fail step
608,Not able to install my product.,Installation Issue,Medium,Vision LED TV,able install product
609,Facing installation issue with . Setup fails at step 4.,Installation Issue,Medium,SoundWave 300,face installation issue setup fail step
610,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,FitRun Treadmill,log account keep show error help
611,Is this item in stock?,General Inquiry,unknown,PhotoSnap Cam,item stock
612,Vision LED TV is defective. It stopped working after just 10 days.,Product Defect,unknown,Vision LED TV,vision lead tv defective stop work day
613,I ordered ProTab X1 but got RoboChef Blender instead. My order number is #56484.,Wrong Item,Medium,ProTab X1,order protab x get robochef blender instead order number
614,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in white?",General Inquiry,Medium,UltraClean Vacuum,tell ultraclean vacuum warranty also available white
615,RoboChef Blender is faulty. It stopped working after just 10 days.,Product Defect,High,RoboChef Blender,robochef blender faulty stop work day
616,Payment issue for my SoundWave 300. I was underbilled for order #34614.,Billing Problem,High,SoundWave 300,payment issue soundwave underbilled order
617,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in blue?",General Inquiry,Low,RoboChef Blender,tell robochef blender warranty also available blue
618,"Order #38284 for RoboChef Blender is 7 days late. Ordered on 24 March. Also, I contacted support on 24 March but got no response.",unknown,Low,RoboChef Blender,order robochef blender day late order march also contact support march get response
619,Order #17506 for EcoBreeze AC is 8 days late. Ordered on 16 April.,Late Delivery,High,EcoBreeze AC,order ecobreeze ac day late order april
620,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,EcoBreeze AC,log account keep show unknown issue help
621,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,High,FitRun Treadmill,tell fitrun treadmill warranty also available blue
622,Can't log in to my account. Keeps showing reset required. Help!,unknown,Medium,RoboChef Blender,log account keep show reset require help
623,Login not working.,Account Access,Medium,RoboChef Blender,login work
624,Payment issue for my SmartWatch V2. I was charged twice for order #15770.,Billing Problem,Medium,SmartWatch V2,payment issue smartwatch v charge twice order
625,"Can you tell me more about teh  warranty? Also, is it available in white?",General Inquiry,High,EcoBreeze AC,tell teh warranty also available white
626,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,SmartWatch V2,log account keep show reset require help
627,Order #11910 for RoboChef Blender is 6 days late. Ordered on 21 April.,Late Delivery,Medium,RoboChef Blender,order robochef blender day late order april
628,I ordered EcoBreeze AC but got Vision LED TV instead. My order number is #56460.,Wrong Item,unknown,EcoBreeze AC,order ecobreeze ac get vision lead tv instead order number
630,Order #10394 for  is 3 days late. Ordered on 05 March.,unknown,Low,RoboChef Blender,order day late order march
631,Order #27626 fr RoboChef Blender is 7 days late. Ordered on 29 April.,Late Delivery,Low,RoboChef Blender,order fr robochef blender day late order april
632,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,PowerMax Battery,face installation issue setup fail step
633,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,unknown,SmartWatch V2,log account keep show captcha fail help
634,Payment issue for my PhotoSnap Cam. I was debited incorrectly for order #43008.,Billing Problem,Medium,PhotoSnap Cam,payment issue photosnap cam debit incorrectly order
635,Facing installation issue with UltraClean Vacuum. Setup fails at step 1.,Installation Issue,Low,UltraClean Vacuum,face installation issue ultraclean vacuum setup fail step
636,"Can you tell me more about the  warranty? Also, is it available in black?",unknown,High,PhotoSnap Cam,tell warranty also available black
637,Order #82251 for  is 7 days late. Ordered on 29 March.,Late Delivery,Medium,SmartWatch V2,order day late order march
638,RoboChef Blender is damaged. It stopped working after just 10 days.,Product Defect,Low,RoboChef Blender,robochef blender damage stop work day
639,Is this item in stock?,General Inquiry,Low,PowerMax Battery,item stock
640,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,Medium,EcoBreeze AC,face installation issue ecobreeze ac setup fail step
641,Can't log in to my account. Keeps showing error. Help! Delivery expected by 15 March.,Account Access,Low,EcoBreeze AC,log account keep show error help delivery expect march
642,FitRun Treadmill is error. It stopped working after just 4 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill error stop work day
643,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,Low,RoboChef Blender,tell warranty also available black
644,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,log account keep show block help
645,Payment problem for order #61582. Need urgent help.,Billing Problem,Low,SmartWatch V2,payment problem order need urgent help
646,Payment issue for my UltraClean Vacuum. I was not refunded for order #20155.,Billing Problem,High,UltraClean Vacuum,payment issue ultraclean vacuum refund order
647,Facing installation issue with ProTab X1. Setup fails at step 6.,Installation Issue,Medium,ProTab X1,face installation issue protab x setup fail step
648,I ordered UltraClean Vacuum but got SmartWatch V2 instead. My order number is #69961.,Wrong Item,Medium,UltraClean Vacuum,order ultraclean vacuum get smartwatch v instead order number
650,SoundWave 300 is not received. It stopped working after just 12 days.,Product Defect,High,SoundWave 300,soundwave receive stop work day
651,"Facing installation issue with PowerMax Battery. Setup fails at step 5. Also, I contacted support on 20 April but got no response.",Installation Issue,High,PowerMax Battery,face installation issue powermax battery setup fail step also contact support april get response
652,"Can you tell me more about the  warranty? Also, is it available in white?",General Inquiry,Low,PowerMax Battery,tell warranty also available white
653,ProTab X1 is defective. It stopped working after just 9 days.,Product Defect,Low,ProTab X1,protab x defective stop work day
655,I ordered  but got UltraClean Vacuum instead. My order number is #36490.,Wrong Item,Medium,PowerMax Battery,order get ultraclean vacuum instead order number
656,EcoBreeze AC is stuck. It stopped working after just 7 days.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac stuck stop work day
657,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,SoundWave 300,log account keep show reset require help
658,Payment issue fr mi SmartWatch V2. I was underbilled fr order #14552.,Billing Problem,Medium,SmartWatch V2,payment issue fr mi smartwatch v underbilled fr order
659,I ordered PowerMax Battery but got FitRun Treadmill instead. My order number is #62040.,Wrong Item,High,PowerMax Battery,order powermax battery get fitrun treadmill instead order number
660,Facing installation issue wit RoboChef Blender. Setup fails at step 3.,Installation Issue,High,RoboChef Blender,face installation issue wit robochef blender setup fail step
661,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,tell vision lead tv warranty also available white
662,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,SoundWave 300,log account keep show reset require help
663,Order #20912 for UltraClean Vacuum is 10 days late. Ordered on 11 March.,Late Delivery,Low,UltraClean Vacuum,order ultraclean vacuum day late order march
665,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,SmartWatch V2,log account keep show captcha fail help
666,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,FitRun Treadmill,log account keep show unknown issue help
667,"Order #91902 for EcoBreeze AC is 4 days late. Ordered on 25 April. Also, I contacted support on 25 April but got no response.",Late Delivery,Low,EcoBreeze AC,order ecobreeze ac day late order april also contact support april get response
668,I ordered  but got EcoBreeze AC instead. My order number is #46778.,Wrong Item,Medium,SoundWave 300,order get ecobreeze ac instead order number
669,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,ProTab X1,log account keep show block help
